Ship_id,Order_ID,Ship_Mode,Ship_Date
SHP_2689,52195,REGULAR AIR,27-10-11
SHP_2582,4162,REGULAR AIR,13-2-12
SHP_5644,24160,REGULAR AIR,2-2-11
SHP_5672,31586,EXPRESS AIR,30-3-12
SHP_5706,52676,REGULAR AIR,30-8-12
SHP_5665,30176,REGULAR AIR,26-4-09
SHP_5626,19367,REGULAR AIR,22-4-09
SHP_5593,9921,REGULAR AIR,14-5-11
SHP_5592,7815,REGULAR AIR,23-1-09
SHP_5671,31586,EXPRESS AIR,25-3-12
SHP_5591,7171,REGULAR AIR,15-2-11
SHP_5591,7171,REGULAR AIR,15-2-11
SHP_5633,21830,DELIVERY TRUCK,18-1-09
SHP_5619,18597,REGULAR AIR,27-9-10
SHP_5698,47717,REGULAR AIR,18-12-11
SHP_5682,40321,REGULAR AIR,25-6-10
SHP_5683,40321,REGULAR AIR,24-6-10
SHP_159,18308,REGULAR AIR,10-10-09
SHP_206,25767,REGULAR AIR,4-3-12
SHP_157,18308,REGULAR AIR,11-10-09
SHP_205,25767,REGULAR AIR,3-3-12
SHP_158,18308,REGULAR AIR,9-10-09
SHP_7399,32449,EXPRESS AIR,10-12-12
SHP_7435,44391,REGULAR AIR,11-1-09
SHP_7397,32449,REGULAR AIR,10-12-12
SHP_7359,11972,DELIVERY TRUCK,5-1-09
SHP_7447,52870,REGULAR AIR,11-3-09
SHP_7398,32449,DELIVERY TRUCK,10-12-12
SHP_7410,36101,DELIVERY TRUCK,21-8-12
SHP_7374,19140,REGULAR AIR,1-10-09
SHP_7374,19140,REGULAR AIR,1-10-09
SHP_7441,49218,REGULAR AIR,4-6-10
SHP_821,5504,REGULAR AIR,7-1-10
SHP_864,28868,REGULAR AIR,6-4-12
SHP_895,43523,REGULAR AIR,25-5-12
SHP_835,13507,REGULAR AIR,30-12-12
SHP_820,5504,EXPRESS AIR,7-1-10
SHP_857,26373,REGULAR AIR,25-7-10
SHP_868,30660,REGULAR AIR,8-9-12
SHP_913,51072,REGULAR AIR,4-10-09
SHP_6037,59652,REGULAR AIR,29-1-11
SHP_5952,20066,REGULAR AIR,4-9-12
SHP_5951,20066,REGULAR AIR,3-9-12
SHP_6023,53920,DELIVERY TRUCK,20-3-09
SHP_1693,6311,REGULAR AIR,13-2-10
SHP_1733,29380,REGULAR AIR,28-4-09
SHP_1690,5572,REGULAR AIR,18-7-09
SHP_5335,17988,REGULAR AIR,24-9-10
SHP_5351,23586,REGULAR AIR,17-1-10
SHP_5348,22978,DELIVERY TRUCK,3-4-09
SHP_6824,27904,REGULAR AIR,4-9-11
SHP_6844,37158,REGULAR AIR,27-9-12
SHP_812,928,EXPRESS AIR,6-3-11
SHP_813,928,EXPRESS AIR,3-3-11
SHP_6765,4741,REGULAR AIR,7-7-12
SHP_903,48197,REGULAR AIR,7-5-12
SHP_6866,42753,REGULAR AIR,20-1-12
SHP_6886,51815,REGULAR AIR,26-5-09
SHP_6871,44834,EXPRESS AIR,20-4-09
SHP_6872,44834,DELIVERY TRUCK,21-4-09
SHP_6896,57857,REGULAR AIR,1-5-10
SHP_6797,16166,REGULAR AIR,1-2-10
SHP_6885,51815,REGULAR AIR,2-6-09
SHP_6897,57861,REGULAR AIR,27-10-12
SHP_6834,33729,REGULAR AIR,20-9-12
SHP_6788,12449,REGULAR AIR,2-2-10
SHP_6879,47525,REGULAR AIR,4-3-11
SHP_6892,54917,REGULAR AIR,10-4-10
SHP_6742,481,REGULAR AIR,9-10-12
SHP_6904,59780,DELIVERY TRUCK,20-2-10
SHP_6772,5735,DELIVERY TRUCK,11-12-09
SHP_6857,40673,REGULAR AIR,22-2-12
SHP_6774,5891,REGULAR AIR,30-12-12
SHP_6778,6978,REGULAR AIR,10-12-10
SHP_6825,27974,EXPRESS AIR,9-10-10
SHP_6887,51906,REGULAR AIR,2-9-11
SHP_3522,58854,REGULAR AIR,26-4-10
SHP_3521,58854,DELIVERY TRUCK,25-4-10
SHP_2006,23649,REGULAR AIR,8-9-12
SHP_2007,23649,REGULAR AIR,6-9-12
SHP_1889,13091,REGULAR AIR,16-11-09
SHP_1889,13091,REGULAR AIR,16-11-09
SHP_1982,20614,EXPRESS AIR,20-5-09
SHP_2750,18951,EXPRESS AIR,1-7-11
SHP_2749,18951,REGULAR AIR,30-6-11
SHP_2732,10245,REGULAR AIR,15-2-11
SHP_906,48484,REGULAR AIR,25-6-10
SHP_906,48484,REGULAR AIR,25-6-10
SHP_876,34753,REGULAR AIR,20-1-10
SHP_922,54560,EXPRESS AIR,18-7-09
SHP_881,35812,REGULAR AIR,24-1-10
SHP_881,35812,REGULAR AIR,24-1-10
SHP_875,34434,REGULAR AIR,11-5-11
SHP_824,8545,DELIVERY TRUCK,21-6-09
SHP_905,48484,EXPRESS AIR,24-6-10
SHP_880,35812,DELIVERY TRUCK,24-1-10
SHP_907,49153,DELIVERY TRUCK,28-7-12
SHP_874,34434,REGULAR AIR,10-5-11
SHP_894,40806,REGULAR AIR,7-9-11
SHP_823,8545,REGULAR AIR,21-6-09
SHP_921,54560,REGULAR AIR,19-7-09
SHP_904,48484,REGULAR AIR,24-6-10
SHP_6835,34083,EXPRESS AIR,5-2-12
SHP_6900,58470,REGULAR AIR,9-6-11
SHP_6900,58470,REGULAR AIR,9-6-11
SHP_6900,58470,REGULAR AIR,9-6-11
SHP_6840,35239,REGULAR AIR,13-11-11
SHP_6902,58470,REGULAR AIR,10-6-11
SHP_6828,30566,REGULAR AIR,3-7-11
SHP_6901,58470,REGULAR AIR,8-6-11
SHP_6813,23136,REGULAR AIR,26-9-09
SHP_6813,23136,REGULAR AIR,26-9-09
SHP_6794,15778,REGULAR AIR,8-5-10
SHP_6841,35239,REGULAR AIR,14-11-11
SHP_2932,37760,REGULAR AIR,16-8-09
SHP_2894,21249,REGULAR AIR,21-9-10
SHP_2894,21249,REGULAR AIR,21-9-10
SHP_2933,37895,REGULAR AIR,2-4-12
SHP_2889,18950,DELIVERY TRUCK,4-3-12
SHP_2920,32450,DELIVERY TRUCK,19-12-11
SHP_2911,29764,EXPRESS AIR,23-7-12
SHP_2931,37760,REGULAR AIR,15-8-09
SHP_1412,54150,EXPRESS AIR,22-6-11
SHP_1417,55873,DELIVERY TRUCK,26-11-11
SHP_1360,45570,REGULAR AIR,10-8-10
SHP_395,50754,REGULAR AIR,10-12-09
SHP_177,21889,REGULAR AIR,8-4-10
SHP_155,18113,DELIVERY TRUCK,30-8-12
SHP_178,21889,REGULAR AIR,3-4-10
SHP_2808,47106,REGULAR AIR,27-10-11
SHP_2808,47106,REGULAR AIR,27-10-11
SHP_2729,8422,DELIVERY TRUCK,15-4-09
SHP_7215,14563,REGULAR AIR,3-12-11
SHP_7204,9639,REGULAR AIR,5-9-10
SHP_7204,9639,REGULAR AIR,5-9-10
SHP_7250,29317,DELIVERY TRUCK,3-10-11
SHP_7293,42436,DELIVERY TRUCK,10-8-12
SHP_7319,55490,DELIVERY TRUCK,17-11-09
SHP_7184,1824,REGULAR AIR,4-5-09
SHP_7320,56069,REGULAR AIR,19-10-12
SHP_7249,29317,DELIVERY TRUCK,4-10-11
SHP_7203,9639,DELIVERY TRUCK,7-9-10
SHP_7183,1824,REGULAR AIR,5-5-09
SHP_7251,29317,REGULAR AIR,2-10-11
SHP_7235,24583,REGULAR AIR,12-8-11
SHP_3652,24643,REGULAR AIR,1-5-12
SHP_3769,41185,REGULAR AIR,7-12-09
SHP_3738,38210,REGULAR AIR,12-12-10
SHP_3589,13088,REGULAR AIR,24-4-10
SHP_3749,38915,REGULAR AIR,18-9-09
SHP_3750,38915,REGULAR AIR,19-9-09
SHP_2532,38912,REGULAR AIR,4-11-12
SHP_3017,32292,REGULAR AIR,22-2-12
SHP_3034,51620,REGULAR AIR,9-3-12
SHP_3153,38912,REGULAR AIR,30-10-12
SHP_4028,38756,EXPRESS AIR,9-5-09
SHP_4060,47138,REGULAR AIR,16-1-09
SHP_4066,48902,REGULAR AIR,25-10-12
SHP_4082,55394,DELIVERY TRUCK,28-2-10
SHP_5960,23361,REGULAR AIR,3-7-10
SHP_5949,19943,DELIVERY TRUCK,25-11-09
SHP_5959,23361,REGULAR AIR,4-7-10
SHP_5959,23361,REGULAR AIR,4-7-10
SHP_5978,31460,REGULAR AIR,28-8-12
SHP_5990,36640,EXPRESS AIR,20-11-11
SHP_6438,33923,REGULAR AIR,11-1-09
SHP_6621,48641,REGULAR AIR,6-12-11
SHP_6500,39841,REGULAR AIR,3-1-10
SHP_2737,15399,EXPRESS AIR,14-5-12
SHP_2739,16194,REGULAR AIR,9-10-10
SHP_4107,15399,REGULAR AIR,15-5-12
SHP_4100,1921,DELIVERY TRUCK,19-1-09
SHP_4108,15687,DELIVERY TRUCK,12-4-12
SHP_312,36135,REGULAR AIR,31-5-11
SHP_347,42561,EXPRESS AIR,8-2-10
SHP_73,8995,EXPRESS AIR,18-5-11
SHP_73,8995,EXPRESS AIR,18-5-11
SHP_73,8995,EXPRESS AIR,18-5-11
SHP_74,8995,REGULAR AIR,18-5-11
SHP_75,8995,REGULAR AIR,19-5-11
SHP_3981,23429,EXPRESS AIR,21-3-09
SHP_3980,23429,REGULAR AIR,19-3-09
SHP_3976,22151,REGULAR AIR,1-8-10
SHP_1133,42112,REGULAR AIR,26-12-10
SHP_1137,42342,REGULAR AIR,5-9-09
SHP_1124,40608,REGULAR AIR,21-8-12
SHP_1125,40608,REGULAR AIR,20-8-12
SHP_1131,41633,DELIVERY TRUCK,9-11-10
SHP_3481,53152,EXPRESS AIR,5-3-09
SHP_3322,25479,REGULAR AIR,28-4-11
SHP_3298,20934,DELIVERY TRUCK,21-1-10
SHP_3222,4096,REGULAR AIR,3-7-12
SHP_3462,49892,REGULAR AIR,10-2-11
SHP_3480,52519,REGULAR AIR,1-5-12
SHP_3372,34337,EXPRESS AIR,15-5-10
SHP_3199,644,DELIVERY TRUCK,1-5-12
SHP_3357,32741,REGULAR AIR,22-2-09
SHP_3562,6754,REGULAR AIR,13-8-11
SHP_3628,20451,REGULAR AIR,27-5-12
SHP_3628,20451,REGULAR AIR,27-5-12
SHP_3823,50307,EXPRESS AIR,17-10-10
SHP_3623,19493,REGULAR AIR,3-2-09
SHP_3629,20451,DELIVERY TRUCK,27-5-12
SHP_3796,46052,EXPRESS AIR,25-11-09
SHP_3795,46052,REGULAR AIR,25-11-09
SHP_3836,51713,REGULAR AIR,20-3-11
SHP_3822,50307,REGULAR AIR,15-10-10
SHP_3808,47492,REGULAR AIR,25-7-11
SHP_6689,56006,REGULAR AIR,3-10-11
SHP_6688,56006,REGULAR AIR,1-10-11
SHP_6568,44549,REGULAR AIR,23-1-12
SHP_4166,55202,REGULAR AIR,31-8-11
SHP_7079,31043,REGULAR AIR,16-7-09
SHP_7079,31043,REGULAR AIR,16-7-09
SHP_7094,52357,REGULAR AIR,5-9-09
SHP_1609,29318,REGULAR AIR,1-7-11
SHP_1583,4932,REGULAR AIR,11-8-10
SHP_1592,13410,REGULAR AIR,7-6-10
SHP_1582,3973,REGULAR AIR,25-3-12
SHP_1608,29318,EXPRESS AIR,1-7-11
SHP_1591,13410,REGULAR AIR,8-6-10
SHP_6701,56868,REGULAR AIR,10-12-11
SHP_6513,41152,REGULAR AIR,4-9-11
SHP_6514,41152,REGULAR AIR,5-9-11
SHP_1250,12228,REGULAR AIR,25-6-09
SHP_1266,16967,REGULAR AIR,19-8-11
SHP_1249,12228,DELIVERY TRUCK,28-6-09
SHP_1265,16967,REGULAR AIR,21-8-11
SHP_6445,34597,EXPRESS AIR,18-12-10
SHP_6741,59971,REGULAR AIR,2-6-11
SHP_6740,59971,EXPRESS AIR,2-6-11
SHP_6740,59971,EXPRESS AIR,2-6-11
SHP_6604,47872,REGULAR AIR,14-6-09
SHP_6605,47872,REGULAR AIR,13-6-09
SHP_6610,47910,REGULAR AIR,16-8-09
SHP_2652,37287,REGULAR AIR,5-11-12
SHP_2652,37287,REGULAR AIR,5-11-12
SHP_6045,448,REGULAR AIR,22-8-11
SHP_6401,30759,REGULAR AIR,10-5-09
SHP_2657,38341,REGULAR AIR,18-5-09
SHP_2787,38341,REGULAR AIR,20-5-09
SHP_2786,38341,EXPRESS AIR,19-5-09
SHP_648,55618,REGULAR AIR,22-1-12
SHP_640,54115,REGULAR AIR,12-1-12
SHP_640,54115,REGULAR AIR,12-1-12
SHP_5050,2086,REGULAR AIR,19-10-09
SHP_5049,2086,EXPRESS AIR,20-10-09
SHP_5054,7105,REGULAR AIR,28-6-10
SHP_5051,2086,REGULAR AIR,21-10-09
SHP_5081,28256,DELIVERY TRUCK,23-2-09
SHP_5110,47232,EXPRESS AIR,19-8-10
SHP_5089,31876,REGULAR AIR,8-5-11
SHP_5048,1925,REGULAR AIR,6-3-12
SHP_7259,32192,REGULAR AIR,18-2-12
SHP_7243,28262,REGULAR AIR,1-1-11
SHP_7262,33634,REGULAR AIR,2-9-10
SHP_7271,36934,REGULAR AIR,24-12-09
SHP_7270,36934,EXPRESS AIR,24-12-09
SHP_7238,25861,DELIVERY TRUCK,8-8-12
SHP_7272,36934,DELIVERY TRUCK,23-12-09
SHP_7197,6757,DELIVERY TRUCK,2-2-12
SHP_7196,6757,REGULAR AIR,3-2-12
SHP_3927,9857,REGULAR AIR,13-5-10
SHP_3927,9857,REGULAR AIR,13-5-10
SHP_3927,9857,REGULAR AIR,13-5-10
SHP_3928,9857,REGULAR AIR,11-5-10
SHP_5942,18147,REGULAR AIR,18-7-09
SHP_5942,18147,REGULAR AIR,18-7-09
SHP_5976,29637,REGULAR AIR,27-5-09
SHP_6020,52261,DELIVERY TRUCK,22-4-11
SHP_6017,50983,REGULAR AIR,30-6-11
SHP_6016,50983,REGULAR AIR,29-6-11
SHP_256,31077,REGULAR AIR,25-10-10
SHP_171,20263,REGULAR AIR,16-11-09
SHP_383,48295,REGULAR AIR,25-11-09
SHP_344,41696,EXPRESS AIR,15-7-09
SHP_195,24387,DELIVERY TRUCK,10-8-11
SHP_194,24387,REGULAR AIR,11-8-11
SHP_170,20263,REGULAR AIR,15-11-09
SHP_7363,14916,EXPRESS AIR,1-3-09
SHP_7347,8165,REGULAR AIR,24-10-09
SHP_7409,35684,REGULAR AIR,8-8-11
SHP_7331,2433,DELIVERY TRUCK,21-8-09
SHP_7342,7142,REGULAR AIR,23-7-11
SHP_7328,359,DELIVERY TRUCK,19-12-09
SHP_7408,35046,EXPRESS AIR,25-7-10
SHP_7407,35046,DELIVERY TRUCK,25-7-10
SHP_7406,35046,EXPRESS AIR,24-7-10
SHP_7390,27138,REGULAR AIR,1-6-12
SHP_7364,15300,EXPRESS AIR,10-2-11
SHP_7368,17155,EXPRESS AIR,29-1-09
SHP_7389,27138,DELIVERY TRUCK,1-6-12
SHP_7369,17155,EXPRESS AIR,28-1-09
SHP_2640,31682,REGULAR AIR,18-3-10
SHP_2775,30884,DELIVERY TRUCK,1-10-10
SHP_2816,52006,REGULAR AIR,26-6-09
SHP_2669,43813,REGULAR AIR,23-7-09
SHP_626,51075,EXPRESS AIR,25-11-10
SHP_651,56803,REGULAR AIR,10-12-09
SHP_6810,21222,REGULAR AIR,5-2-09
SHP_6810,21222,REGULAR AIR,5-2-09
SHP_6800,17447,REGULAR AIR,20-5-12
SHP_1181,53894,EXPRESS AIR,7-7-09
SHP_1180,53894,REGULAR AIR,8-7-09
SHP_1180,53894,REGULAR AIR,8-7-09
SHP_2773,30215,REGULAR AIR,28-2-09
SHP_4161,49056,REGULAR AIR,1-10-09
SHP_6276,19556,REGULAR AIR,27-1-11
SHP_6275,19556,REGULAR AIR,10-1-11
SHP_6133,8001,REGULAR AIR,21-11-10
SHP_6133,8001,REGULAR AIR,21-11-10
SHP_6240,17542,REGULAR AIR,2-9-10
SHP_6174,11077,DELIVERY TRUCK,24-3-09
SHP_6074,3008,REGULAR AIR,8-11-11
SHP_6274,19556,DELIVERY TRUCK,16-1-11
SHP_1260,14406,EXPRESS AIR,10-3-10
SHP_1258,14406,REGULAR AIR,10-3-10
SHP_1282,21379,DELIVERY TRUCK,16-1-11
SHP_1259,14406,DELIVERY TRUCK,10-3-10
SHP_2544,43972,REGULAR AIR,18-3-10
SHP_2793,39842,EXPRESS AIR,20-12-10
SHP_2614,20711,REGULAR AIR,21-1-09
SHP_2664,39842,EXPRESS AIR,19-12-10
SHP_3759,39909,REGULAR AIR,4-3-11
SHP_3751,38947,REGULAR AIR,1-12-09
SHP_3618,18244,REGULAR AIR,13-2-11
SHP_2189,44386,REGULAR AIR,11-4-12
SHP_2189,44386,REGULAR AIR,11-4-12
SHP_3605,16454,REGULAR AIR,11-5-12
SHP_808,58500,REGULAR AIR,14-2-11
SHP_779,49059,REGULAR AIR,21-9-09
SHP_778,49059,REGULAR AIR,22-9-09
SHP_798,53863,EXPRESS AIR,6-6-10
SHP_1494,32067,REGULAR AIR,13-3-12
SHP_1573,59909,DELIVERY TRUCK,7-8-12
SHP_1505,33889,REGULAR AIR,8-11-10
SHP_1503,33889,REGULAR AIR,13-11-10
SHP_1502,33889,DELIVERY TRUCK,11-11-10
SHP_1565,57538,REGULAR AIR,22-2-10
SHP_1568,58789,REGULAR AIR,10-8-10
SHP_1504,33889,REGULAR AIR,10-11-10
SHP_1567,58789,REGULAR AIR,9-8-10
SHP_1574,59909,EXPRESS AIR,12-8-12
SHP_1546,50373,REGULAR AIR,3-7-09
SHP_7564,25824,REGULAR AIR,6-9-09
SHP_7620,36998,REGULAR AIR,1-10-12
SHP_7612,36292,REGULAR AIR,7-2-10
SHP_7619,36998,REGULAR AIR,6-10-12
SHP_7516,11169,REGULAR AIR,22-5-10
SHP_7516,11169,REGULAR AIR,22-5-10
SHP_7553,22375,REGULAR AIR,8-4-11
SHP_7611,36292,REGULAR AIR,8-2-10
SHP_7517,11169,REGULAR AIR,21-5-10
SHP_7562,25824,REGULAR AIR,5-9-09
SHP_7562,25824,REGULAR AIR,5-9-09
SHP_7563,25824,DELIVERY TRUCK,5-9-09
SHP_7629,40128,DELIVERY TRUCK,16-2-09
SHP_7618,36998,REGULAR AIR,4-10-12
SHP_7634,41255,REGULAR AIR,25-10-09
SHP_1852,8960,REGULAR AIR,7-6-10
SHP_2167,42081,REGULAR AIR,15-1-11
SHP_2167,42081,REGULAR AIR,15-1-11
SHP_2168,42081,REGULAR AIR,12-1-11
SHP_2028,25254,REGULAR AIR,19-9-10
SHP_1847,8454,REGULAR AIR,18-8-12
SHP_1851,8960,EXPRESS AIR,7-6-10
SHP_7641,45088,REGULAR AIR,29-11-10
SHP_7557,23911,REGULAR AIR,2-6-12
SHP_7557,23911,REGULAR AIR,2-6-12
SHP_7531,13825,REGULAR AIR,22-3-09
SHP_7593,32386,REGULAR AIR,20-4-12
SHP_7653,50790,REGULAR AIR,18-7-11
SHP_7674,57152,REGULAR AIR,10-9-12
SHP_7556,23911,DELIVERY TRUCK,2-6-12
SHP_7673,57152,REGULAR AIR,3-9-12
SHP_7521,11910,REGULAR AIR,17-6-11
SHP_644,54753,REGULAR AIR,19-4-09
SHP_633,53410,REGULAR AIR,9-8-09
SHP_660,58788,REGULAR AIR,3-2-10
SHP_2498,11585,REGULAR AIR,16-3-09
SHP_2498,11585,REGULAR AIR,16-3-09
SHP_3174,46531,REGULAR AIR,26-8-11
SHP_3159,39780,REGULAR AIR,14-6-09
SHP_3115,28161,DELIVERY TRUCK,16-6-09
SHP_3163,41826,DELIVERY TRUCK,18-10-10
SHP_3011,28161,DELIVERY TRUCK,17-6-09
SHP_3027,46531,REGULAR AIR,21-8-11
SHP_3116,28161,REGULAR AIR,17-6-09
SHP_5928,10884,REGULAR AIR,2-12-09
SHP_5916,2562,REGULAR AIR,2-8-12
SHP_5917,2562,EXPRESS AIR,1-8-12
SHP_5929,11843,DELIVERY TRUCK,19-7-09
SHP_5941,16864,DELIVERY TRUCK,29-10-12
SHP_5972,27558,REGULAR AIR,8-7-11
SHP_5982,34659,REGULAR AIR,21-11-12
SHP_5915,2562,REGULAR AIR,3-8-12
SHP_5930,11843,REGULAR AIR,19-7-09
SHP_180,22342,REGULAR AIR,5-6-09
SHP_318,37541,EXPRESS AIR,27-2-10
SHP_386,49921,DELIVERY TRUCK,21-2-11
SHP_359,43781,REGULAR AIR,2-2-10
SHP_360,43781,EXPRESS AIR,3-2-10
SHP_387,49921,REGULAR AIR,19-2-11
SHP_317,37541,REGULAR AIR,28-2-10
SHP_317,37541,REGULAR AIR,28-2-10
SHP_244,28871,REGULAR AIR,15-4-12
SHP_7538,17251,REGULAR AIR,29-10-09
SHP_7468,2247,DELIVERY TRUCK,3-8-12
SHP_7587,31271,REGULAR AIR,27-4-11
SHP_7537,16132,REGULAR AIR,28-10-12
SHP_7613,36357,DELIVERY TRUCK,15-1-12
SHP_160,18887,REGULAR AIR,7-12-10
SHP_184,23264,REGULAR AIR,9-12-10
SHP_184,23264,REGULAR AIR,9-12-10
SHP_4,483,REGULAR AIR,12-7-11
SHP_47,5316,REGULAR AIR,1-2-09
SHP_2478,1382,REGULAR AIR,20-8-10
SHP_2480,1382,DELIVERY TRUCK,23-8-10
SHP_2479,1382,REGULAR AIR,23-8-10
SHP_2537,41666,EXPRESS AIR,4-3-12
SHP_2547,48226,DELIVERY TRUCK,6-1-09
SHP_7424,40065,EXPRESS AIR,18-2-12
SHP_7352,9219,REGULAR AIR,30-9-09
SHP_7418,38311,EXPRESS AIR,25-4-11
SHP_7351,9219,REGULAR AIR,3-10-09
SHP_7423,40065,REGULAR AIR,18-2-12
SHP_5494,14274,REGULAR AIR,7-1-09
SHP_5491,13094,REGULAR AIR,19-8-10
SHP_5483,9254,EXPRESS AIR,16-5-10
SHP_5492,14274,DELIVERY TRUCK,8-1-09
SHP_5493,14274,EXPRESS AIR,8-1-09
SHP_5098,40547,EXPRESS AIR,11-7-09
SHP_5060,18789,REGULAR AIR,18-3-11
SHP_2710,325,REGULAR AIR,20-10-10
SHP_2762,24422,DELIVERY TRUCK,31-12-11
SHP_5981,34151,REGULAR AIR,10-9-11
SHP_2668,43302,REGULAR AIR,30-8-11
SHP_2725,6885,REGULAR AIR,19-6-12
SHP_2641,31845,DELIVERY TRUCK,22-10-12
SHP_2589,6885,DELIVERY TRUCK,21-6-12
SHP_2760,24003,EXPRESS AIR,2-11-09
SHP_1280,20455,EXPRESS AIR,29-6-10
SHP_7350,9187,REGULAR AIR,23-8-09
SHP_7349,9187,REGULAR AIR,22-8-09
SHP_7338,5764,REGULAR AIR,3-10-10
SHP_2300,57253,REGULAR AIR,5-1-09
SHP_2300,57253,REGULAR AIR,5-1-09
SHP_2103,35079,EXPRESS AIR,16-8-10
SHP_2298,57253,REGULAR AIR,6-1-09
SHP_2298,57253,REGULAR AIR,6-1-09
SHP_2102,35079,REGULAR AIR,16-8-10
SHP_2106,35554,DELIVERY TRUCK,26-9-12
SHP_1927,16548,REGULAR AIR,7-2-12
SHP_1927,16548,REGULAR AIR,7-2-12
SHP_2224,48003,REGULAR AIR,28-1-12
SHP_2224,48003,REGULAR AIR,28-1-12
SHP_2155,41120,REGULAR AIR,9-7-12
SHP_2155,41120,REGULAR AIR,9-7-12
SHP_1844,7841,REGULAR AIR,22-5-12
SHP_1844,7841,REGULAR AIR,22-5-12
SHP_2235,49538,REGULAR AIR,21-3-10
SHP_2299,57253,DELIVERY TRUCK,7-1-09
SHP_2304,57606,REGULAR AIR,4-1-10
SHP_2009,23847,REGULAR AIR,11-11-12
SHP_2253,52162,REGULAR AIR,1-11-11
SHP_1869,11491,EXPRESS AIR,19-8-10
SHP_2156,41122,EXPRESS AIR,23-2-10
SHP_2254,52162,REGULAR AIR,2-11-11
SHP_1868,11491,REGULAR AIR,26-8-10
SHP_7069,7585,REGULAR AIR,21-5-11
SHP_7070,8289,REGULAR AIR,28-10-12
SHP_7076,20642,DELIVERY TRUCK,19-5-12
SHP_6287,20898,REGULAR AIR,1-11-11
SHP_4111,32389,EXPRESS AIR,1-11-10
SHP_4145,32389,DELIVERY TRUCK,1-11-10
SHP_4140,29666,REGULAR AIR,1-1-12
SHP_6068,2725,EXPRESS AIR,21-5-09
SHP_6053,1575,REGULAR AIR,14-9-11
SHP_6053,1575,REGULAR AIR,14-9-11
SHP_2191,44612,REGULAR AIR,15-3-11
SHP_2288,55776,DELIVERY TRUCK,23-3-09
SHP_2783,35271,REGULAR AIR,27-7-10
SHP_2598,12005,REGULAR AIR,26-6-12
SHP_6196,13157,REGULAR AIR,12-2-12
SHP_6254,18466,EXPRESS AIR,21-5-12
SHP_6301,21827,REGULAR AIR,11-11-12
SHP_6346,24548,EXPRESS AIR,15-3-11
SHP_6259,18849,REGULAR AIR,7-8-12
SHP_6252,18402,REGULAR AIR,29-8-09
SHP_2610,18849,REGULAR AIR,5-8-12
SHP_2610,18849,REGULAR AIR,5-8-12
SHP_6253,18466,REGULAR AIR,30-5-12
SHP_6251,18402,DELIVERY TRUCK,5-9-09
SHP_6302,21827,EXPRESS AIR,10-11-12
SHP_6553,43844,REGULAR AIR,31-10-10
SHP_6427,33126,REGULAR AIR,14-11-11
SHP_6426,33126,EXPRESS AIR,13-11-11
SHP_4344,10695,REGULAR AIR,3-5-11
SHP_4374,24966,REGULAR AIR,18-12-11
SHP_4350,14342,REGULAR AIR,27-4-09
SHP_4363,20967,REGULAR AIR,16-3-11
SHP_4375,27363,REGULAR AIR,19-10-11
SHP_4362,20967,REGULAR AIR,15-3-11
SHP_3032,50759,REGULAR AIR,24-3-10
SHP_3217,3778,REGULAR AIR,26-5-10
SHP_3217,3778,REGULAR AIR,26-5-10
SHP_3217,3778,REGULAR AIR,26-5-10
SHP_3423,41830,DELIVERY TRUCK,24-2-12
SHP_3216,3778,REGULAR AIR,27-5-10
SHP_349,42695,REGULAR AIR,24-12-10
SHP_85,10022,REGULAR AIR,4-3-09
SHP_129,15108,REGULAR AIR,29-8-09
SHP_230,27680,REGULAR AIR,27-1-10
SHP_230,27680,REGULAR AIR,27-1-10
SHP_246,29095,REGULAR AIR,9-3-11
SHP_5389,34112,REGULAR AIR,3-9-11
SHP_5393,38215,REGULAR AIR,3-1-10
SHP_5312,10308,REGULAR AIR,22-4-11
SHP_5394,38215,EXPRESS AIR,4-1-10
SHP_5419,44678,REGULAR AIR,13-10-12
SHP_5420,44678,REGULAR AIR,15-10-12
SHP_5385,33184,REGULAR AIR,15-2-12
SHP_5385,33184,REGULAR AIR,15-2-12
SHP_6185,12066,REGULAR AIR,7-2-11
SHP_6070,2756,REGULAR AIR,17-4-09
SHP_6291,21286,EXPRESS AIR,17-5-09
SHP_6239,17510,REGULAR AIR,31-10-12
SHP_6069,2756,REGULAR AIR,18-4-09
SHP_3055,6950,REGULAR AIR,28-3-12
SHP_3010,28001,REGULAR AIR,16-6-09
SHP_3510,56931,REGULAR AIR,5-2-10
SHP_3519,58496,REGULAR AIR,13-6-11
SHP_3513,57061,REGULAR AIR,30-11-09
SHP_3334,26818,EXPRESS AIR,10-1-12
SHP_3520,58628,DELIVERY TRUCK,25-3-09
SHP_3514,57061,REGULAR AIR,2-12-09
SHP_3383,36065,REGULAR AIR,17-2-10
SHP_3457,48774,DELIVERY TRUCK,11-8-12
SHP_3512,57061,REGULAR AIR,7-12-09
SHP_3333,26818,REGULAR AIR,9-1-12
SHP_3333,26818,REGULAR AIR,9-1-12
SHP_282,33186,REGULAR AIR,30-8-12
SHP_201,25377,DELIVERY TRUCK,3-12-12
SHP_416,54274,REGULAR AIR,25-11-10
SHP_86,10437,REGULAR AIR,20-8-09
SHP_141,16451,REGULAR AIR,23-7-09
SHP_40,3908,REGULAR AIR,8-3-10
SHP_64,6982,DELIVERY TRUCK,18-11-11
SHP_65,6982,REGULAR AIR,18-11-11
SHP_63,6982,EXPRESS AIR,18-11-11
